,CWD_Status,Case_ID,Province,Sex,Species
1874,Negative,11874,Alberta,Male,Mule Deer
1875,Negative,11875,Alberta,Male,Mule Deer
1876,Negative,11876,Alberta,Female,Mule Deer
1877,Negative,11877,Alberta,Female,Mule Deer
1878,Negative,11878,Alberta,Female,Mule Deer
1879,Negative,11879,Alberta,Male,White-tailed Deer
1880,Negative,11880,Alberta,Male,White-tailed Deer
1881,Negative,11881,Alberta,Male,Mule Deer
1882,Negative,11882,Alberta,Male,Mule Deer
1883,Negative,11883,Saskatchewan,Male,Mule Deer
1884,Negative,11884,Alberta,Female,Mule Deer
1885,Negative,11885,Alberta,Female,Mule Deer
1886,Negative,11886,Alberta,Male,Mule Deer
1887,Negative,11887,Alberta,Female,White-tailed Deer
1888,Negative,11888,Alberta,Male,Mule Deer
1889,Negative,11889,Alberta,Male,Mule Deer
1890,Negative,11890,Alberta,Male,Mule Deer
1891,Negative,11891,Alberta,Male,White-tailed Deer
1892,Negative,11892,Alberta,Female,Mule Deer
1893,Negative,11893,Saskatchewan,Female,Mule Deer
1894,Negative,11894,Alberta,Male,White-tailed Deer
1895,Negative,11895,Alberta,Male,Mule Deer
1896,Negative,11896,Alberta,Male,White-tailed Deer
1897,Negative,11897,Alberta,Male,White-tailed Deer
1898,Negative,11898,Alberta,Male,White-tailed Deer
1899,Negative,11899,Alberta,Female,Mule Deer
1900,Negative,11900,Alberta,Male,White-tailed Deer
1901,Negative,11901,Saskatchewan,Female,White-tailed Deer
1902,Negative,11902,Alberta,Male,White-tailed Deer
1903,Negative,11903,Saskatchewan,Male,White-tailed Deer
1904,Negative,11904,Alberta,Female,Mule Deer
1905,Negative,11905,Alberta,Male,White-tailed Deer
1906,Negative,11906,Alberta,Male,White-tailed Deer
1907,Negative,11907,Alberta,Male,Mule Deer
1908,Negative,11908,Alberta,Male,White-tailed Deer
1909,Negative,11909,Alberta,Male,Mule Deer
1910,Negative,11910,Alberta,Female,White-tailed Deer
1911,Negative,11911,Alberta,Male,White-tailed Deer
1912,Negative,11912,Alberta,Male,Mule Deer
1913,Negative,11913,Alberta,Male,White-tailed Deer
1914,Negative,11914,Alberta,Female,Mule Deer
1915,Negative,11915,Saskatchewan,Female,White-tailed Deer
1916,Negative,11916,Saskatchewan,Female,White-tailed Deer
1917,Negative,11917,Alberta,Female,Mule Deer
1918,Negative,11918,Alberta,Female,Mule Deer
1919,Negative,11919,Alberta,Male,White-tailed Deer
1920,Negative,11920,Alberta,Female,White-tailed Deer
1921,Negative,11921,Alberta,Male,Mule Deer
1922,Negative,11922,Alberta,Male,White-tailed Deer
1923,Negative,11923,Alberta,Male,Mule Deer
1924,Negative,11924,Alberta,Female,Mule Deer
1925,Negative,11925,Alberta,Female,Mule Deer
1926,Negative,11926,Alberta,Female,Mule Deer
1927,Negative,11927,Alberta,Male,Mule Deer
1928,Negative,11928,Alberta,Male,Mule Deer
1929,Negative,11929,Alberta,Male,Mule Deer
1930,Negative,11930,Alberta,Male,Mule Deer
1931,Negative,11931,Alberta,Male,White-tailed Deer
1932,Negative,11932,Alberta,Male,Mule Deer
1933,Negative,11933,Alberta,Male,Mule Deer
1934,Negative,11934,Alberta,Male,White-tailed Deer
1935,Negative,11935,Alberta,Male,Mule Deer
1936,Negative,11936,Alberta,Male,White-tailed Deer
1937,Negative,11937,Alberta,Male,Mule Deer
1938,Negative,11938,Saskatchewan,Male,Mule Deer
1939,Negative,11939,Saskatchewan,Male,White-tailed Deer
1940,Negative,11940,Alberta,Male,Mule Deer
1941,Negative,11941,Alberta,Female,Mule Deer
1942,Negative,11942,Alberta,Male,White-tailed Deer
1943,Negative,11943,Montana,Male,Mule Deer
1944,Negative,11944,Montana,Male,Mule Deer
1945,Negative,11945,Alberta,Male,Mule Deer
1946,Negative,11946,Alberta,Male,Mule Deer
1947,Negative,11947,Alberta,Female,White-tailed Deer
1948,Negative,11948,Alberta,Male,Mule Deer
1949,Negative,11949,Alberta,Male,Mule Deer
1950,Negative,11950,Alberta,Male,White-tailed Deer
1951,Negative,11951,Alberta,Male,Mule Deer
1952,Negative,11952,Alberta,Male,White-tailed Deer
1953,Negative,11953,Alberta,Male,White-tailed Deer
1954,Negative,11954,Alberta,Male,Mule Deer
1955,Negative,11955,Alberta,Male,White-tailed Deer
1956,Negative,11956,Alberta,Female,White-tailed Deer
1957,Negative,11957,Alberta,Female,Mule Deer
1958,Negative,11958,Alberta,Male,Mule Deer
1959,Negative,11959,Alberta,Male,Mule Deer
1960,Negative,11960,Alberta,Female,White-tailed Deer
1961,Negative,11961,Alberta,Female,Mule Deer
1962,Negative,11962,Alberta,Female,White-tailed Deer
1963,Negative,11963,Alberta,Male,Mule Deer
1964,Negative,11964,Alberta,Female,Mule Deer
1965,Negative,11965,Alberta,Female,Mule Deer
1966,Negative,11966,Saskatchewan,Male,Mule Deer
1967,Negative,11967,Alberta,Female,Mule Deer
1968,Negative,11968,Alberta,Male,White-tailed Deer
1969,Negative,11969,Alberta,Female,Mule Deer
1970,Negative,11970,Saskatchewan,Female,Mule Deer
1971,Negative,11971,Alberta,Male,White-tailed Deer
1972,Negative,11972,Alberta,Female,Mule Deer
1973,Negative,11973,Alberta,Female,Mule Deer
1974,Negative,11974,Alberta,Female,Mule Deer
1975,Negative,11975,Alberta,Female,Mule Deer
1976,Negative,11976,Alberta,Female,Mule Deer
1977,Negative,11977,Alberta,Female,Mule Deer
1978,Negative,11978,Alberta,Female,Mule Deer
1979,Negative,11979,Alberta,Female,Mule Deer
1980,Negative,11980,Alberta,Female,Mule Deer
1981,Negative,11981,Alberta,Male,Mule Deer
1982,Negative,11982,Alberta,Male,Mule Deer
1983,Negative,11983,Alberta,Male,Mule Deer
1984,Negative,11984,Alberta,Male,White-tailed Deer
1985,Negative,11985,Alberta,Female,Mule Deer
1986,Negative,11986,Alberta,Male,Mule Deer
1987,Negative,11987,Alberta,Male,White-tailed Deer
1988,Negative,11988,Alberta,Male,White-tailed Deer
1989,Negative,11989,Alberta,Male,Mule Deer
1990,Negative,11990,Alberta,Male,Mule Deer
1991,Negative,11991,Saskatchewan,Male,Mule Deer
1992,Negative,11992,Alberta,Male,Mule Deer
1993,Negative,11993,Alberta,Male,White-tailed Deer
1994,Negative,11994,Alberta,Male,Mule Deer
1995,Negative,11995,Alberta,Male,White-tailed Deer
1996,Negative,11996,Montana,Male,White-tailed Deer
1997,Negative,11997,Alberta,Female,Mule Deer
1998,Negative,11998,Alberta,Male,White-tailed Deer
1999,Negative,11999,Alberta,Male,White-tailed Deer
2000,Negative,12000,Alberta,Male,White-tailed Deer
2001,Negative,12001,Alberta,Female,White-tailed Deer
2002,Negative,12002,Alberta,Male,White-tailed Deer
2003,Negative,12003,Alberta,Male,White-tailed Deer
2004,Negative,12004,Saskatchewan,Female,White-tailed Deer
2005,Negative,12005,Alberta,Male,White-tailed Deer
2006,Negative,12006,Alberta,Female,White-tailed Deer
2007,Negative,12007,Alberta,Male,Mule Deer
2008,Negative,12008,Alberta,Male,White-tailed Deer
2009,Negative,12009,Alberta,Female,White-tailed Deer
2010,Negative,12010,Alberta,Male,White-tailed Deer
2011,Negative,12011,Alberta,Female,White-tailed Deer
2012,Negative,12012,Alberta,Female,White-tailed Deer
2013,Negative,12013,Alberta,Female,Mule Deer
2014,Negative,12014,Alberta,Male,White-tailed Deer
2015,Negative,12015,Alberta,Male,White-tailed Deer
2016,Negative,12016,Alberta,Female,White-tailed Deer
2017,Negative,12017,Alberta,Female,Mule Deer
2018,Negative,12018,Alberta,Female,Mule Deer
2019,Negative,12019,Alberta,Female,White-tailed Deer
2020,Negative,12020,Alberta,Male,White-tailed Deer
2021,Negative,12021,Alberta,Male,White-tailed Deer
2022,Negative,12022,Alberta,Male,White-tailed Deer
2023,Negative,12023,Alberta,Male,Mule Deer
2024,Negative,12024,Saskatchewan,Male,Mule Deer
2025,Negative,12025,Alberta,Male,Mule Deer
2026,Negative,12026,Alberta,Female,White-tailed Deer
2027,Negative,12027,Alberta,Female,Mule Deer
2028,Negative,12028,Montana,Male,Mule Deer
2029,Negative,12029,Alberta,Male,Mule Deer
2030,Negative,12030,Alberta,Male,White-tailed Deer
2031,Negative,12031,Alberta,Male,Mule Deer
2032,Negative,12032,Alberta,Female,Mule Deer
2033,Negative,12033,Montana,Male,Mule Deer
2034,Negative,12034,Alberta,Male,Mule Deer
2035,Negative,12035,Alberta,Male,White-tailed Deer
2036,Negative,12036,Alberta,Female,White-tailed Deer
2037,Negative,12037,Alberta,Male,White-tailed Deer
2038,Negative,12038,Alberta,Male,White-tailed Deer
2039,Negative,12039,Alberta,Female,White-tailed Deer
2040,Negative,12040,Alberta,Male,White-tailed Deer
2041,Negative,12041,Alberta,Female,White-tailed Deer
2042,Negative,12042,Alberta,Male,White-tailed Deer
2043,Negative,12043,Alberta,Male,Mule Deer
2044,Negative,12044,Alberta,Female,White-tailed Deer
2045,Negative,12045,Alberta,Female,Mule Deer
2046,Negative,12046,Alberta,Male,White-tailed Deer
2047,Negative,12047,Alberta,Male,Mule Deer
2048,Negative,12048,Alberta,Male,White-tailed Deer
2049,Negative,12049,Alberta,Male,Mule Deer
2050,Negative,12050,Alberta,Female,Mule Deer
2051,Negative,12051,Alberta,Male,White-tailed Deer
2052,Negative,12052,Alberta,Male,White-tailed Deer
2053,Negative,12053,Alberta,Female,Mule Deer
2054,Negative,12054,Alberta,Male,White-tailed Deer
2055,Negative,12055,Alberta,Female,White-tailed Deer
2056,Negative,12056,Alberta,Female,Mule Deer
2057,Negative,12057,Alberta,Male,White-tailed Deer
2058,Negative,12058,Alberta,Male,White-tailed Deer
2059,Negative,12059,Alberta,Male,White-tailed Deer
2060,Negative,12060,Saskatchewan,Male,Mule Deer
2061,Negative,12061,Alberta,Male,White-tailed Deer
2062,Negative,12062,Alberta,Female,Mule Deer
2063,Negative,12063,Alberta,Female,White-tailed Deer
2064,Negative,12064,Alberta,Female,Mule Deer
2065,Negative,12065,Alberta,Male,White-tailed Deer
2066,Negative,12066,Alberta,Male,White-tailed Deer
2067,Negative,12067,Saskatchewan,Male,Mule Deer
2068,Negative,12068,Alberta,Male,Mule Deer
2069,Negative,12069,Alberta,Female,Mule Deer
2070,Negative,12070,Alberta,Male,Mule Deer
2071,Negative,12071,Alberta,Female,Mule Deer
2072,Negative,12072,Alberta,Female,Mule Deer
2073,Negative,12073,Alberta,Male,White-tailed Deer
2074,Negative,12074,Alberta,Male,Mule Deer
2075,Negative,12075,Alberta,Female,Mule Deer
2076,Negative,12076,Alberta,Female,Mule Deer
2077,Negative,12077,Alberta,Female,White-tailed Deer
2078,Negative,12078,Alberta,Male,Mule Deer
2079,Negative,12079,Alberta,Female,Mule Deer
2080,Negative,12080,Alberta,Male,White-tailed Deer
2081,Negative,12081,Alberta,Male,Mule Deer
2082,Negative,12082,Alberta,Male,Mule Deer
2083,Negative,12083,Saskatchewan,Female,Mule Deer
2084,Negative,12084,Saskatchewan,Male,Mule Deer
2085,Negative,12085,Saskatchewan,Male,Mule Deer
2086,Negative,12086,Alberta,Male,White-tailed Deer
2087,Negative,12087,Alberta,Male,White-tailed Deer
2088,Negative,12088,Alberta,Female,Mule Deer
2089,Negative,12089,Alberta,Male,Mule Deer
2090,Negative,12090,Alberta,Female,Mule Deer
2091,Negative,12091,Alberta,Male,Mule Deer
2092,Negative,12092,Alberta,Male,Mule Deer
2093,Negative,12093,Alberta,Male,White-tailed Deer
2094,Negative,12094,Alberta,Male,White-tailed Deer
2095,Negative,12095,Alberta,Female,Mule Deer
2096,Negative,12096,Alberta,Male,Mule Deer
2097,Negative,12097,Alberta,Male,White-tailed Deer
2098,Negative,12098,Alberta,Male,White-tailed Deer
2099,Negative,12099,Saskatchewan,Male,White-tailed Deer
2100,Negative,12100,Saskatchewan,Male,White-tailed Deer
2101,Negative,12101,Alberta,Male,White-tailed Deer
2102,Negative,12102,Alberta,Male,White-tailed Deer
2103,Negative,12103,Alberta,Male,White-tailed Deer
2104,Negative,12104,Alberta,Male,Mule Deer
2105,Negative,12105,Saskatchewan,Male,White-tailed Deer
2106,Negative,12106,Alberta,Male,Mule Deer
2107,Negative,12107,Alberta,Female,Mule Deer
2108,Negative,12108,Alberta,Male,Mule Deer
2109,Negative,12109,Alberta,Male,Mule Deer
2110,Negative,12110,Alberta,Male,White-tailed Deer
2111,Negative,12111,Alberta,Male,White-tailed Deer
2112,Negative,12112,Saskatchewan,Male,White-tailed Deer
2113,Negative,12113,Alberta,Male,White-tailed Deer
2114,Negative,12114,Montana,Female,White-tailed Deer
2115,Negative,12115,Alberta,Male,White-tailed Deer
2116,Negative,12116,Alberta,Male,White-tailed Deer
2117,Negative,12117,Alberta,Female,Mule Deer
2118,Negative,12118,Saskatchewan,Male,Mule Deer
2119,Negative,12119,Alberta,Male,White-tailed Deer
2120,Negative,12120,Alberta,Male,Mule Deer
2121,Negative,12121,Alberta,Male,Mule Deer
2122,Negative,12122,Alberta,Male,Mule Deer
2123,Negative,12123,Alberta,Male,White-tailed Deer
2124,Negative,12124,Alberta,Female,Mule Deer
2125,Negative,12125,Alberta,Male,Mule Deer
2126,Negative,12126,Saskatchewan,Female,Mule Deer
2127,Negative,12127,Alberta,Male,Mule Deer
2128,Negative,12128,Alberta,Female,White-tailed Deer
2129,Negative,12129,Alberta,Male,Mule Deer
2130,Negative,12130,Alberta,Female,White-tailed Deer
2131,Negative,12131,Montana,Male,Mule Deer
2132,Negative,12132,Alberta,Female,Mule Deer
2133,Negative,12133,Alberta,Male,Mule Deer
2134,Negative,12134,Alberta,Male,Mule Deer
2135,Negative,12135,Alberta,Male,White-tailed Deer
2136,Negative,12136,Alberta,Male,White-tailed Deer
2137,Negative,12137,Alberta,Male,Mule Deer
2138,Negative,12138,Alberta,Male,Mule Deer
2139,Negative,12139,Alberta,Male,White-tailed Deer
2140,Negative,12140,Alberta,Male,White-tailed Deer
2141,Negative,12141,Alberta,Male,Mule Deer
2142,Negative,12142,Alberta,Male,Mule Deer
2143,Negative,12143,Alberta,Male,Mule Deer
2144,Negative,12144,Alberta,Male,Mule Deer
2145,Negative,12145,Alberta,Male,Mule Deer
2146,Negative,12146,Alberta,Female,Mule Deer
2147,Negative,12147,Alberta,Female,Mule Deer
2148,Negative,12148,Alberta,Male,White-tailed Deer
2149,Negative,12149,Alberta,Male,White-tailed Deer
2150,Negative,12150,Alberta,Female,White-tailed Deer
2151,Negative,12151,Alberta,Male,Mule Deer
2152,Negative,12152,Alberta,Female,Mule Deer
2153,Negative,12153,Alberta,Female,Mule Deer
2154,Negative,12154,Alberta,Male,White-tailed Deer
2155,Negative,12155,Alberta,Male,Mule Deer
2156,Negative,12156,Alberta,Male,White-tailed Deer
2157,Negative,12157,Alberta,Female,White-tailed Deer
2158,Negative,12158,Alberta,Female,Mule Deer
2159,Negative,12159,Alberta,Female,Mule Deer
2160,Negative,12160,Alberta,Female,Mule Deer
2161,Negative,12161,Alberta,Male,Mule Deer
2162,Negative,12162,Saskatchewan,Female,Mule Deer
2163,Negative,12163,Alberta,Male,White-tailed Deer
2164,Negative,12164,Alberta,Female,Mule Deer
2165,Negative,12165,Alberta,Female,Mule Deer
2166,Negative,12166,Alberta,Male,Mule Deer
2167,Negative,12167,Alberta,Male,Mule Deer
2168,Negative,12168,Alberta,Male,Mule Deer
2169,Negative,12169,Alberta,Female,White-tailed Deer
2170,Negative,12170,Alberta,Male,White-tailed Deer
2171,Negative,12171,Alberta,Male,White-tailed Deer
2172,Negative,12172,Alberta,Male,White-tailed Deer
2173,Negative,12173,Alberta,Female,Mule Deer
2174,Negative,12174,Alberta,Female,Mule Deer
2175,Negative,12175,Alberta,Male,Mule Deer
2176,Negative,12176,Alberta,Female,Mule Deer
2177,Negative,12177,Alberta,Female,Mule Deer
2178,Negative,12178,Alberta,Male,White-tailed Deer
2179,Negative,12179,Alberta,Male,Mule Deer
2180,Negative,12180,Alberta,Female,White-tailed Deer
2181,Negative,12181,Alberta,Male,White-tailed Deer
2182,Negative,12182,Alberta,Female,Mule Deer
2183,Negative,12183,Alberta,Female,White-tailed Deer
2184,Negative,12184,Alberta,Male,Mule Deer
2185,Negative,12185,Saskatchewan,Female,White-tailed Deer
2186,Negative,12186,Alberta,Female,White-tailed Deer
2187,Negative,12187,Alberta,Female,Mule Deer
2188,Negative,12188,Alberta,Male,White-tailed Deer
2189,Negative,12189,Alberta,Female,Mule Deer
2190,Negative,12190,Alberta,Female,Mule Deer
2191,Negative,12191,Alberta,Female,Mule Deer
2192,Negative,12192,Alberta,Male,Mule Deer
2193,Negative,12193,Alberta,Male,Mule Deer
2194,Negative,12194,Alberta,Male,Mule Deer
2195,Negative,12195,Alberta,Male,Mule Deer
2196,Negative,12196,Alberta,Female,Mule Deer
2197,Negative,12197,Alberta,Male,White-tailed Deer
2198,Negative,12198,Alberta,Male,Mule Deer
2199,Negative,12199,Alberta,Male,White-tailed Deer
2200,Negative,12200,Alberta,Male,Mule Deer
2201,Negative,12201,Alberta,Male,White-tailed Deer
2202,Negative,12202,Alberta,Male,White-tailed Deer
2203,Negative,12203,Alberta,Female,Mule Deer
2204,Negative,12204,Alberta,Male,Mule Deer
2205,Negative,12205,Alberta,Male,Mule Deer
2206,Negative,12206,Alberta,Male,Mule Deer
2207,Negative,12207,Alberta,Female,Mule Deer
2208,Negative,12208,Alberta,Female,Mule Deer
2209,Negative,12209,Alberta,Male,Mule Deer
2210,Negative,12210,Alberta,Male,White-tailed Deer
2211,Negative,12211,Alberta,Female,Mule Deer
2212,Negative,12212,Alberta,Male,Mule Deer
2213,Negative,12213,Alberta,Male,White-tailed Deer
2214,Negative,12214,Alberta,Male,Mule Deer
2215,Negative,12215,Alberta,Female,Mule Deer
2216,Negative,12216,Alberta,Male,Mule Deer
2217,Negative,12217,Alberta,Male,Mule Deer
2218,Negative,12218,Alberta,Male,White-tailed Deer
2219,Negative,12219,Alberta,Male,White-tailed Deer
2220,Negative,12220,Alberta,Female,Mule Deer
2221,Negative,12221,Alberta,Female,White-tailed Deer
2222,Negative,12222,Alberta,Male,Mule Deer
2223,Negative,12223,Alberta,Male,White-tailed Deer
2224,Negative,12224,Alberta,Male,White-tailed Deer
2225,Negative,12225,Alberta,Male,White-tailed Deer
2226,Negative,12226,Saskatchewan,Male,White-tailed Deer
2227,Negative,12227,Alberta,Male,White-tailed Deer
2228,Negative,12228,Alberta,Female,White-tailed Deer
2229,Negative,12229,Alberta,Male,White-tailed Deer
2230,Negative,12230,Alberta,Male,Mule Deer
2231,Negative,12231,Alberta,Male,Mule Deer
2232,Negative,12232,Alberta,Male,White-tailed Deer
2233,Negative,12233,Alberta,Female,Mule Deer
2234,Negative,12234,Alberta,Male,Mule Deer
2235,Negative,12235,Alberta,Male,Mule Deer
2236,Negative,12236,Saskatchewan,Female,Mule Deer
2237,Negative,12237,Saskatchewan,Female,White-tailed Deer
2238,Negative,12238,Alberta,Male,Mule Deer
2239,Negative,12239,Alberta,Male,Mule Deer
2240,Negative,12240,Alberta,Male,Mule Deer
2241,Negative,12241,Alberta,Female,Mule Deer
2242,Negative,12242,Alberta,Male,White-tailed Deer
2243,Negative,12243,Alberta,Male,White-tailed Deer
2244,Negative,12244,Saskatchewan,Male,White-tailed Deer
2245,Negative,12245,Saskatchewan,Male,White-tailed Deer
2246,Negative,12246,Alberta,Female,Mule Deer
2247,Negative,12247,Alberta,Male,Mule Deer
2248,Negative,12248,Alberta,Male,White-tailed Deer
2249,Negative,12249,Alberta,Female,White-tailed Deer
2250,Negative,12250,Alberta,Female,Mule Deer
2251,Negative,12251,Alberta,Male,Mule Deer
2252,Negative,12252,Alberta,Male,Mule Deer
2253,Negative,12253,Alberta,Male,Mule Deer
2254,Negative,12254,Alberta,Male,Mule Deer
2255,Negative,12255,Alberta,Female,Mule Deer
2256,Negative,12256,Alberta,Male,White-tailed Deer
2257,Negative,12257,Alberta,Male,White-tailed Deer
2258,Negative,12258,Alberta,Female,Mule Deer
2259,Negative,12259,Saskatchewan,Male,Mule Deer
2260,Negative,12260,Alberta,Male,White-tailed Deer
2261,Negative,12261,Alberta,Male,White-tailed Deer
2262,Negative,12262,Alberta,Female,Mule Deer
2263,Negative,12263,Alberta,Male,White-tailed Deer
2264,Negative,12264,Alberta,Female,White-tailed Deer
2265,Negative,12265,Alberta,Female,Mule Deer
2266,Negative,12266,Alberta,Male,Mule Deer
2267,Negative,12267,Alberta,Male,White-tailed Deer
2268,Negative,12268,Saskatchewan,Male,Mule Deer
2269,Negative,12269,Saskatchewan,Female,White-tailed Deer
2270,Negative,12270,Alberta,Male,Mule Deer
2271,Negative,12271,Alberta,Male,White-tailed Deer
2272,Negative,12272,Alberta,Male,Mule Deer
2273,Negative,12273,Alberta,Male,Mule Deer
2274,Negative,12274,Alberta,Female,Mule Deer
2275,Negative,12275,Alberta,Male,White-tailed Deer
2276,Negative,12276,Alberta,Female,White-tailed Deer
2277,Negative,12277,Alberta,Female,Mule Deer
2278,Negative,12278,Alberta,Female,Mule Deer
2279,Negative,12279,Alberta,Male,Mule Deer
2280,Negative,12280,Alberta,Female,Mule Deer
2281,Negative,12281,Alberta,Female,Mule Deer
2282,Negative,12282,Alberta,Female,Mule Deer
2283,Negative,12283,Alberta,Male,White-tailed Deer
2284,Negative,12284,Alberta,Male,White-tailed Deer
2285,Negative,12285,Alberta,Female,Mule Deer
2286,Negative,12286,Alberta,Female,Mule Deer
2287,Negative,12287,Alberta,Male,Mule Deer
2288,Negative,12288,Alberta,Male,White-tailed Deer
2289,Negative,12289,Alberta,Female,Mule Deer
2290,Negative,12290,Alberta,Female,White-tailed Deer
2291,Negative,12291,Alberta,Female,Mule Deer
2292,Negative,12292,Alberta,Male,Mule Deer
2293,Negative,12293,Alberta,Male,White-tailed Deer
2294,Negative,12294,Alberta,Male,White-tailed Deer
2295,Negative,12295,Alberta,Male,White-tailed Deer
2296,Negative,12296,Alberta,Female,White-tailed Deer
2297,Negative,12297,Alberta,Male,White-tailed Deer
2298,Negative,12298,Alberta,Male,White-tailed Deer
2299,Negative,12299,Alberta,Female,Mule Deer
2300,Negative,12300,Saskatchewan,Male,White-tailed Deer
2301,Negative,12301,Alberta,Male,White-tailed Deer
2302,Negative,12302,Alberta,Female,Mule Deer
2303,Negative,12303,Alberta,Female,White-tailed Deer
2304,Negative,12304,Alberta,Male,White-tailed Deer
2305,Negative,12305,Alberta,Male,White-tailed Deer
2306,Negative,12306,Alberta,Female,White-tailed Deer
2307,Negative,12307,Alberta,Male,White-tailed Deer
2308,Negative,12308,Alberta,Male,White-tailed Deer
2309,Negative,12309,Alberta,Male,White-tailed Deer
2310,Negative,12310,Alberta,Male,White-tailed Deer
2311,Negative,12311,Alberta,Female,Mule Deer
2312,Negative,12312,Alberta,Male,Mule Deer
2313,Negative,12313,Alberta,Male,Mule Deer
2314,Negative,12314,Alberta,Female,Mule Deer
2315,Negative,12315,Alberta,Female,Mule Deer
2316,Negative,12316,Alberta,Male,Mule Deer
2317,Negative,12317,Alberta,Male,Mule Deer
2318,Negative,12318,Alberta,Male,Mule Deer
2319,Negative,12319,Alberta,Male,Mule Deer
2320,Negative,12320,Alberta,Female,Mule Deer
2321,Negative,12321,Alberta,Female,Mule Deer
2322,Negative,12322,Alberta,Male,White-tailed Deer
2323,Negative,12323,Alberta,Female,Mule Deer
2324,Negative,12324,Alberta,Female,Mule Deer
2325,Negative,12325,Alberta,Female,White-tailed Deer
2326,Negative,12326,Alberta,Female,Mule Deer
2327,Negative,12327,Alberta,Male,Mule Deer
2328,Negative,12328,Alberta,Female,Mule Deer
2329,Negative,12329,Saskatchewan,Female,Mule Deer
2330,Negative,12330,Alberta,Male,White-tailed Deer
2331,Negative,12331,Alberta,Female,Mule Deer
2332,Negative,12332,Alberta,Male,White-tailed Deer
2333,Negative,12333,Alberta,Male,Mule Deer
2334,Negative,12334,Saskatchewan,Male,White-tailed Deer
2335,Negative,12335,Alberta,Male,Mule Deer
2336,Negative,12336,Alberta,Female,White-tailed Deer
2337,Negative,12337,Alberta,Male,Mule Deer
2338,Negative,12338,Alberta,Male,White-tailed Deer
2339,Negative,12339,Alberta,Female,White-tailed Deer
2340,Negative,12340,Alberta,Male,Mule Deer
2341,Negative,12341,Alberta,Male,Mule Deer
2342,Negative,12342,Alberta,Male,Mule Deer
2343,Negative,12343,Alberta,Male,White-tailed Deer
2344,Negative,12344,Alberta,Male,White-tailed Deer
2345,Negative,12345,Alberta,Male,White-tailed Deer
2346,Negative,12346,Alberta,Male,Mule Deer
2347,Negative,12347,Alberta,Female,Mule Deer
2348,Negative,12348,Alberta,Male,Mule Deer
2349,Negative,12349,Alberta,Female,Mule Deer
2350,Negative,12350,Alberta,Male,Mule Deer
2351,Negative,12351,Alberta,Male,White-tailed Deer
2352,Negative,12352,Alberta,Male,White-tailed Deer
2353,Negative,12353,Alberta,Male,Mule Deer
2354,Negative,12354,Alberta,Male,Mule Deer
2355,Negative,12355,Alberta,Male,White-tailed Deer
2356,Negative,12356,Alberta,Female,Mule Deer
2357,Negative,12357,Alberta,Male,Mule Deer
2358,Negative,12358,Alberta,Female,Mule Deer
2359,Negative,12359,Alberta,Male,Mule Deer
2360,Negative,12360,Alberta,Male,Mule Deer
2361,Negative,12361,Alberta,Male,Mule Deer
2362,Negative,12362,Alberta,Male,Mule Deer
2363,Negative,12363,Alberta,Female,White-tailed Deer
2364,Negative,12364,Alberta,Female,White-tailed Deer
2365,Negative,12365,Alberta,Male,Mule Deer
2366,Negative,12366,Alberta,Male,White-tailed Deer
2367,Negative,12367,Alberta,Female,Mule Deer
2368,Negative,12368,Alberta,Female,White-tailed Deer
2369,Negative,12369,Alberta,Female,Mule Deer
2370,Negative,12370,Alberta,Male,White-tailed Deer
2371,Negative,12371,Alberta,Male,Mule Deer
2372,Negative,12372,Alberta,Male,Mule Deer
2373,Negative,12373,Alberta,Female,White-tailed Deer
2374,Negative,12374,Alberta,Female,Mule Deer
2375,Negative,12375,Alberta,Male,Mule Deer
2376,Negative,12376,Alberta,Male,Mule Deer
2377,Negative,12377,Alberta,Male,White-tailed Deer
2378,Negative,12378,Alberta,Male,White-tailed Deer
2379,Negative,12379,Alberta,Male,White-tailed Deer
2380,Negative,12380,Alberta,Female,Mule Deer
2381,Negative,12381,Alberta,Male,Mule Deer
2382,Negative,12382,Alberta,Male,Mule Deer
2383,Negative,12383,Alberta,Male,White-tailed Deer
2384,Negative,12384,Alberta,Female,Mule Deer
2385,Negative,12385,Alberta,Male,White-tailed Deer
2386,Negative,12386,Saskatchewan,Male,Mule Deer
2387,Negative,12387,Alberta,Male,Mule Deer
2388,Negative,12388,Alberta,Male,White-tailed Deer
2389,Negative,12389,Alberta,Male,White-tailed Deer
2390,Negative,12390,Alberta,Male,White-tailed Deer
2391,Negative,12391,Alberta,Female,Mule Deer
2392,Negative,12392,Alberta,Female,Mule Deer
2393,Negative,12393,Alberta,Male,Mule Deer
2394,Negative,12394,Alberta,Male,Mule Deer
2395,Negative,12395,Saskatchewan,Female,Mule Deer
2396,Negative,12396,Alberta,Male,White-tailed Deer
2397,Negative,12397,Alberta,Female,Mule Deer
2398,Negative,12398,Alberta,Male,Mule Deer
2399,Negative,12399,Alberta,Male,Mule Deer
2400,Negative,12400,Alberta,Male,Mule Deer
2401,Negative,12401,Alberta,Male,Mule Deer
2402,Negative,12402,Alberta,Male,Mule Deer
2403,Negative,12403,Alberta,Male,White-tailed Deer
2404,Negative,12404,Alberta,Male,Mule Deer
2405,Negative,12405,Alberta,Male,Mule Deer
2406,Negative,12406,Alberta,Female,Mule Deer
2407,Negative,12407,Alberta,Male,Mule Deer
2408,Negative,12408,Alberta,Male,Mule Deer
2409,Negative,12409,Alberta,Female,Mule Deer
